dish_id,total_calories,total_mass,total_fat,total_carb,total_protein
dish_1562785369,440.577881,232.0,27.266018,17.102179,31.90546
dish_1563479568,83.673561,82.0,5.109736,8.616775,2.329007
dish_1562871731,17.029999,131.0,0.262,2.882,1.965
dish_1562007789,302.954895,322.0,6.650677,49.535133,12.64324
dish_1567537352,50.792469,73.0,4.293021,2.561213,1.209936
dish_1550788264,79.559998,153.0,0.306,21.42,0.459
dish_1563824279,58.599998,79.0,3.895,6.138,0.761
dish_1551224138,22.0,55.0,0.11,4.95,1.1
dish_1567007751,39.93,87.0,0.219,9.66,0.651
dish_1568400935,11.76,42.0,0.168,2.226,0.924
dish_1558635994,93.839996,136.0,0.272,24.480001,0.952
dish_1551136683,70.330002,13.0,5.46,0.182,4.81
dish_1551313822,18.269999,63.0,0.189,5.67,0.693
dish_1551491452,5.508,27.0,0.027,1.053,0.594
dish_1562611853,267.213989,243.0,15.790093,25.89777,9.070109
dish_1566592456,55.439999,126.0,2.646,5.418,4.032
dish_1558720427,204.970001,358.0,2.776,47.360001,5.024
dish_1562874250,394.440033,393.0,42.48568,17.784489,43.569809
dish_1559844683,132.959991,198.0,0.372,31.370003,3.031
dish_1563305354,340.073578,208.0,18.281034,12.095403,29.667709
dish_1561739805,696.363525,1102.0,23.340097,101.256134,29.098999
dish_1558641954,18.360001,102.0,0.204,3.978,0.918
dish_1564588688,148.178009,43.0,11.739,1.806,8.299
dish_1551374560,96.049995,195.0,0.52,23.23,2.338
dish_1550712805,291.360016,48.0,25.920002,10.08,9.6
dish_1563205953,218.769501,298.0,3.85,30.851999,14.952
dish_1551233210,131.179993,103.0,3.357,14.752,10.469
dish_1567526738,225.159988,433.0,0.866,3.031,43.299999
dish_1568048018,496.800018,287.0,36.139095,8.263098,34.610802
dish_1551563429,317.886017,126.0,25.141001,6.766,16.001001
dish_1558373159,1013.337036,334.0,79.117996,30.505001,60.625
dish_1561739930,60.040001,79.0,0.0,14.22,0.79
dish_1551375366,39.599998,40.0,0.12,0.08,9.599999
dish_1565898489,46.0,40.0,4.28,2.52,0.32
dish_1560369146,474.832947,359.0,28.112362,16.167395,39.061409
dish_1562783691,421.686005,423.0,23.877001,14.462999,40.517998
dish_1559590099,7.956,39.0,0.039,1.521,0.858
dish_1565023128,41.594833,32.0,2.229677,4.924903,1.024
dish_1559158354,21.0,60.0,0.24,4.2,1.44
dish_1562183151,108.392403,195.0,6.945024,9.697037,4.906251
dish_1562094730,428.194458,336.0,24.716473,11.798436,39.125523
dish_1562007842,492.281372,434.0,15.187502,61.395573,27.796635
dish_1567525637,153.264771,81.0,15.801381,3.077018,0.798218
dish_1550769483,113.610001,21.0,8.82,0.294,7.77
dish_1568143362,553.511841,323.0,30.759686,43.65617,27.970976
dish_1561580431,258.003418,197.0,10.666273,18.090307,22.401735
dish_1551566687,42.84,63.0,0.882,7.56,1.512
dish_1560442226,83.790001,147.0,0.441,20.58,1.029
dish_1551379524,23.120001,68.0,0.136,5.44,0.544
dish_1551381990,678.096008,3324.0,3.324,129.636002,73.127998
dish_1557862738,319.779999,118.0,22.42,0.0,29.5
dish_1551389506,59.52,62.0,0.93,13.02,2.108
dish_1550712681,10.08,36.0,0.144,1.908,0.792
dish_1563909919,26.685751,51.0,1.324725,3.48075,0.89505
dish_1564168695,385.007996,78.0,34.163998,0.0,18.018
dish_1551381103,217.880005,102.0,8.707001,27.549,9.472
dish_1551237046,312.910004,245.0,9.708,9.18,46.258003
dish_1551225948,6.15,15.0,0.03,1.5,0.135
dish_1560360102,401.494019,248.0,27.991001,13.674002,23.033001
dish_1558381742,78.199997,68.0,7.276,4.284,0.544
dish_1550791644,58.759998,113.0,0.226,15.82,0.339
dish_1564690167,251.781372,207.0,10.885319,25.878613,15.266026
dish_1559844479,83.449997,133.0,0.318,21.34,0.983
dish_1551376575,315.340027,147.0,20.365002,27.02,10.205
dish_1560444948,171.316879,231.0,10.029442,17.637623,4.611491
dish_1561060787,46.464848,91.0,1.164307,8.06945,3.046765
dish_1566331801,296.990997,203.0,10.436333,11.249237,37.746067
dish_1558463429,42.09,61.0,0.122,10.98,0.427
dish_1550863381,173.87999,218.0,0.582,45.09,2.103
dish_1551565495,76.090004,115.0,1.902,8.610001,7.337999
dish_1560367952,414.733154,221.0,21.073912,45.956913,24.938904
dish_1563475953,427.446991,453.0,15.452144,37.594398,34.205318
dish_1562698209,284.133148,135.0,16.311678,4.006618,27.579
dish_1561576026,330.456177,156.0,17.754189,22.053612,19.918734
dish_1564073677,108.967804,92.0,5.668293,9.771708,4.507317
dish_1562788010,67.643532,182.0,1.845235,11.571823,2.97953
dish_1565109606,89.964882,94.0,2.292683,16.507318,0.917073
dish_1563216739,343.687988,420.0,6.428516,36.524776,35.356705
dish_1561575661,418.952423,228.0,27.301857,7.507637,33.957542
dish_1568401302,716.47937,561.0,28.946722,69.864967,44.677963
dish_1563378029,230.28508,290.0,5.357057,20.656301,21.454716
dish_1551228582,32.399998,36.0,4.68,0.0,6.624
dish_1562702853,272.567291,169.0,16.7607,5.334673,23.449675
dish_1560888930,224.931168,151.0,7.066031,17.505606,21.53792
dish_1568056046,88.080002,189.0,3.694,13.921,1.757
dish_1565032748,544.310486,435.0,36.203651,28.482351,26.841993
dish_1558639089,19.32,28.0,0.056,5.04,0.196
dish_1550859694,33.630001,59.0,0.177,8.26,0.413
dish_1565627751,68.909271,72.0,1.756098,12.643903,0.702439
dish_1551390051,122.332001,156.0,4.005,15.126999,8.313999
dish_1563221495,365.269897,164.0,13.375453,29.243366,31.254427
dish_1562861174,401.797852,274.0,26.503939,3.740394,33.422729
dish_1567628099,127.493019,132.0,7.445891,13.796238,3.849013
dish_1565984345,210.357925,353.0,9.083899,20.663086,14.688022
dish_1559842326,334.483002,106.0,26.394001,18.921,12.296
dish_1558630288,7.106,11.0,0.374,0.352,0.671
dish_1565021104,291.309021,197.0,13.953,25.591002,16.747002
dish_1551492534,6.38,29.0,0.087,0.957,0.899
dish_1563389042,30.478174,62.0,0.733533,6.115691,0.550856
dish_1561997933,159.800003,107.0,8.780001,12.21,7.84
dish_1567785165,273.112488,116.0,19.671967,11.47429,12.889
dish_1551375848,224.590012,37.0,19.980001,7.77,7.4
dish_1556575558,103.300003,151.0,6.882,10.618,2.868
dish_1565023157,379.034851,260.0,27.309677,8.572904,23.824001
dish_1551122662,138.809998,221.0,1.525,27.610001,5.944
dish_1562872223,306.862701,468.0,8.376755,10.477843,47.902866
dish_1551567604,9485.81543,159.0,875.541016,506.07901,87.785004
dish_1564083459,217.152008,96.0,14.304001,0.096,21.695999
dish_1551378719,55.630001,153.0,0.352,12.295,2.976
dish_1558026756,183.860001,178.0,10.305,13.486,9.863
dish_1562615153,468.202423,286.0,29.068731,15.152088,36.833271
dish_1563307575,671.082031,419.0,38.148251,25.06155,53.939724
dish_1558637865,71.086998,67.0,1.608,14.74,2.077
dish_1561752535,358.001984,307.0,18.121077,21.717422,28.101458
dish_1562173247,290.550018,149.0,17.879999,17.879999,13.261001
dish_1563997327,157.878067,120.0,14.366603,6.455922,3.164272
dish_1551303912,70.0,50.0,0.3,12.0,4.5
dish_1566934120,183.993713,316.0,10.426615,9.686487,14.597677
dish_1550706945,90.860001,118.0,0.118,20.059999,2.36
dish_1551236827,231.529999,175.0,11.709001,9.27,21.570999
dish_1563910639,697.289185,447.0,29.137266,20.529985,80.965355
dish_1565119418,324.39798,122.0,11.467999,40.870003,13.664001
dish_1559244649,906.761047,455.0,40.265182,51.688858,83.275085
dish_1563897338,29.92,88.0,0.176,7.04,0.704
dish_1562603626,201.759506,209.0,7.385731,28.675268,6.571293
dish_1561578623,208.514832,208.0,10.297771,13.109113,15.945778
dish_1565021640,304.581451,500.0,3.283805,20.698196,40.79512
dish_1560442258,289.369995,185.0,16.400999,21.112,15.089001
dish_1563998513,757.505066,599.0,38.736301,51.552532,54.239513
dish_1564171935,476.337524,309.0,21.417841,28.962877,40.716434
dish_1566835603,63.166828,66.0,1.609756,11.590244,0.643902
dish_1565724087,230.61496,160.0,12.252845,4.755569,25.147102
dish_1562602918,265.622253,417.0,5.792155,34.749252,19.446213
dish_1551227050,196.180008,198.0,16.852999,18.18,25.248001
dish_1551307325,106.559998,72.0,7.92,1.152,7.2
dish_1550792595,55.439999,72.0,0.072,12.24,1.44
dish_1559589873,11.88,54.0,0.162,1.782,1.674
dish_1564168739,585.302002,164.0,45.343998,15.394,27.478001
dish_1551304854,91.120003,134.0,1.876,16.08,3.216
dish_1564432094,177.659988,63.0,7.56,20.16,7.56
dish_1558544663,141.440002,208.0,2.912,24.959999,4.992
dish_1562950057,320.100006,223.0,18.566,26.856001,11.082001
dish_1551225793,105.32,117.0,1.098,23.455,2.821
dish_1564169958,787.776489,563.0,37.704697,46.740982,67.09317
dish_1551379605,230.139999,172.0,12.226,22.007999,10.313999
dish_1551142128,43.5,87.0,0.087,11.309999,0.435
dish_1562007904,525.461365,489.0,17.817501,64.11657,28.267633
dish_1562086067,178.178009,209.0,0.539,42.812,2.255
dish_1560887408,324.52002,122.0,11.834001,40.260002,13.42
dish_1561663068,332.892792,168.0,15.890169,35.715992,12.027848
dish_1565808975,35.720001,130.0,0.204,7.926,1.282
dish_1562170356,385.333984,432.0,14.285,55.529999,12.788
dish_1563391989,462.847504,464.0,34.812225,15.968175,56.331486
dish_1566934152,305.065247,396.0,15.832462,11.562181,29.805676
dish_1568056019,64.300003,131.0,3.578,8.121,1.235
dish_1558378553,393.108002,68.0,33.66,15.436,15.232
dish_1560543682,121.259995,86.0,5.848001,15.48,1.806
dish_1562963517,552.648376,511.0,58.622601,22.397163,58.309628
dish_1566851222,550.827515,375.0,24.320635,53.79369,29.52721
dish_1566333194,461.585266,220.0,18.614201,36.067131,35.169743
dish_1562702813,41.051445,59.0,3.469702,2.070021,0.977894
dish_1558550127,127.182007,22.0,10.89,4.994,4.928
dish_1559239753,26.545507,54.0,0.638884,5.326569,0.479778
dish_1550777319,25.5,75.0,0.15,6.0,0.6
dish_1551376892,39.650002,65.0,0.325,9.75,0.715
dish_1561492161,48.309685,43.0,4.490371,1.81607,0.868981
dish_1558628515,31.92,56.0,0.168,7.84,0.392
dish_1561752563,373.507965,367.0,18.29771,24.707659,29.35907
dish_1562691064,555.303711,501.0,23.931829,64.772835,21.98934
dish_1559233715,83.599998,110.0,0.0,19.800001,1.1
dish_1550790347,17.629999,43.0,0.086,4.3,0.387
dish_1551491020,29.93,41.0,1.968,0.779,3.28
dish_1562777000,195.360001,132.0,14.52,2.112,13.2
dish_1551566922,24.09,33.0,1.584,0.627,2.64
dish_1566328724,275.549988,167.0,6.012,0.0,51.77
dish_1563220109,184.735962,174.0,7.398599,22.408951,8.018723
dish_1562096542,38.0896,50.0,2.763935,3.123378,0.942013
dish_1562860073,357.809998,259.0,21.688,20.958,20.001999
dish_1562963612,184.080002,156.0,7.228,21.632,9.048
dish_1550710402,18.75,75.0,0.225,3.75,1.35
dish_1562961588,178.220001,67.0,6.499,22.110001,7.37
dish_1563823860,71.586662,263.0,1.44428,13.146437,4.318495
dish_1558725786,113.527,107.0,2.568,23.539999,3.317
dish_1551236775,231.529999,175.0,11.709001,9.27,21.570999
dish_1565640601,411.151825,333.0,18.675562,13.240899,46.487823
dish_1551564255,104.510002,153.0,3.572,14.605,6.124
dish_1550876892,108.939995,58.0,8.67,3.971,4.84
dish_1565107171,501.884644,724.0,13.378048,44.091949,46.59222
dish_1563913627,230.333145,109.0,10.01525,26.731916,8.362399
dish_1561753275,330.034393,397.0,13.775391,22.34663,29.201099
dish_1558640418,14.349999,35.0,0.07,3.5,0.315
dish_1561576978,511.614227,341.0,25.017786,11.015146,58.580055
dish_1550875968,13.940001,41.0,0.082,3.28,0.328
dish_1551139831,134.400009,84.0,12.6,7.56,1.68
dish_1563479655,321.230652,282.0,15.110439,22.404507,24.518604
dish_1564170071,14.0,35.0,0.035,3.15,0.385
dish_1559844113,312.955017,356.0,12.968,49.254997,7.371
dish_1561667430,342.213593,166.0,15.668182,18.32616,30.282518
dish_1560799647,723.409973,474.0,39.668941,39.587593,50.007645
dish_1568313575,57.940002,112.0,3.619,5.93,2.789
dish_1551377177,91.800003,147.0,0.289,10.209,13.539999
dish_1559842047,153.690002,285.0,0.487,39.529999,1.992
dish_1550771387,203.570007,141.0,14.122,5.374,13.842001
dish_1562790321,767.469849,354.0,53.016029,39.829521,37.471909
dish_1559845767,236.23201,375.0,0.481,58.011997,3.648
dish_1565032680,280.281769,208.0,21.615925,20.304913,4.109205
dish_1561134128,58.5,141.0,0.342,14.556,0.906
dish_1560889032,246.868225,208.0,7.012973,10.744461,34.232979
dish_1566501352,75.529999,170.0,3.04,12.261001,1.564
dish_1558550218,230.001999,206.0,11.258,32.433998,5.648
dish_1560975572,96.990005,159.0,2.158,16.068001,5.584
dish_1551373813,239.389984,188.0,10.893001,28.936001,9.589001
dish_1562959190,518.801147,378.0,31.28495,53.022335,26.722988
dish_1566328776,901.810059,436.0,28.684999,78.293999,77.723999
dish_1563303350,202.221436,167.0,5.756976,8.355268,28.384161
dish_1563222830,325.068085,211.0,11.864419,22.478292,31.888044
dish_1560802764,111.832207,99.0,3.250635,3.44357,16.39369
dish_1561666849,347.594604,298.0,15.21386,47.585873,11.506332
dish_1563305913,89.652504,107.0,7.107997,5.045908,3.07745
dish_1562963006,259.097229,247.0,28.683897,9.891858,32.221638
dish_1550795361,54.669998,71.0,0.071,12.07,1.42
dish_1563219035,410.209686,221.0,21.875057,20.186846,32.027081
dish_1560541760,465.58374,372.0,16.740324,13.392922,63.606739
dish_1551566208,32.200001,28.0,2.996,1.764,0.224
dish_1562603598,175.259506,156.0,7.332731,21.785269,6.306293
dish_1551124116,143.059998,164.0,7.399,11.892,7.489
dish_1551233180,52.200001,36.0,2.16,0.54,7.56
dish_1551566887,37.950001,33.0,3.531,2.079,0.264
dish_1551381921,135.752014,96.0,1.875,28.466999,4.26
dish_1561753623,159.310791,149.0,7.950614,5.45206,15.11546
dish_1566316681,116.762924,122.0,2.97561,21.424391,1.190244
dish_1551314360,59.959999,137.0,0.221,16.119999,1.065
dish_1551313896,132.080002,189.0,0.87,28.860001,5.724
dish_1562702132,245.385895,359.0,21.956066,15.755673,23.43635
dish_1567106693,359.160004,417.0,6.525,18.302,55.369999
dish_1564687090,498.018677,416.0,32.74007,40.485527,38.089466
dish_1565725244,573.546021,590.0,19.376999,28.073997,72.006996
dish_1563302447,561.417053,440.0,27.385805,31.36202,48.122875
dish_1564686657,279.194977,105.0,9.87,35.174999,11.76
dish_1561747075,646.588074,301.0,32.647552,31.982321,55.615631
dish_1566419635,605.871704,389.0,22.414907,50.75592,49.411755
dish_1558639630,116.709999,110.0,2.64,24.200001,3.41
dish_1550873788,418.819977,189.0,21.198,3.078,52.360001
dish_1558722068,179.210999,31.0,15.345,7.037,6.944
dish_1565196260,74.360001,143.0,0.286,1.001,14.3
dish_1561749857,366.579254,447.0,15.792132,21.602934,35.232506
dish_1564761457,287.306,223.0,8.245,30.389,21.17
dish_1561405034,178.278091,153.0,10.282932,7.617062,14.915339
dish_1562872150,7.48,34.0,0.102,1.122,1.054
dish_1560454539,122.274002,119.0,4.748726,17.543842,3.84549
dish_1561578373,164.49585,132.0,7.536766,17.891659,7.000702
dish_1565894910,537.113037,179.0,21.353001,67.945007,18.191
dish_1562873224,261.856628,436.0,24.702576,16.689787,27.196226
dish_1561654326,59.79258,46.0,3.205161,7.079548,1.472
dish_1566246415,11.2,40.0,0.16,2.12,0.88
dish_1562963033,356.387299,316.0,33.375896,22.311859,33.670643
dish_1550873486,144.720001,36.0,11.88,0.468,9.0
dish_1550796686,31.199999,60.0,0.12,8.4,0.18
dish_1562613403,398.703369,315.0,25.434467,19.955114,24.512461
dish_1551389387,28.800001,18.0,2.7,1.62,0.36
dish_1551303644,80.400002,15.0,5.25,7.95,1.05
dish_1551390758,58.860001,27.0,0.783,12.15,1.62
dish_1551134053,128.759995,87.0,9.57,1.392,8.7
dish_1551124322,3.92,14.0,0.056,0.742,0.308
dish_1551306647,121.860001,168.0,0.72,21.153999,8.594
dish_1563391681,154.317169,143.0,16.664272,5.759966,16.284445
dish_1559934645,24.639999,56.0,1.176,2.408,1.792
dish_1563391708,319.237152,205.0,22.678272,26.219967,23.104446
dish_1562615324,258.315979,136.0,15.319679,13.705867,16.498249
dish_1550795423,16.800001,42.0,0.084,3.78,0.84
dish_1565974375,459.849976,85.0,35.700001,1.19,31.450001
dish_1563304261,30.210915,37.0,1.181061,3.101745,2.293849
dish_1560368506,462.933777,378.0,31.259737,22.382402,44.584641
dish_1563823894,368.341003,400.0,20.78381,18.219273,30.525043
dish_1563378660,334.800018,124.0,9.92,49.972,11.556801
dish_1558629644,4.2,15.0,0.06,0.795,0.33
dish_1550874640,35.419998,46.0,0.046,7.82,0.92
dish_1550861124,237.369995,336.0,0.945,60.200001,2.877
dish_1559675178,28.970001,100.0,0.231,6.335,1.675
dish_1550789814,106.599998,82.0,0.246,22.960001,2.214
dish_1562611620,199.845322,76.0,9.791893,17.088623,11.093416
dish_1563205927,160.269501,181.0,3.733,15.642001,14.367001
dish_1562775510,114.217117,190.0,0.733756,16.423389,10.066643
dish_1563378406,556.263916,189.0,26.568378,66.95768,12.408113
dish_1562872914,135.399673,124.0,15.276352,5.087451,15.873218
dish_1566331914,589.501648,481.0,24.885231,47.358673,46.926689
dish_1551236550,445.798035,178.0,14.124001,48.341,29.990002
dish_1562096401,366.863678,352.0,15.268942,11.065385,44.5625
dish_1561578344,144.255859,86.0,6.570766,15.91366,5.528702
dish_1563566810,392.292175,331.0,18.451838,51.255371,9.994014
dish_1562085672,122.084,46.0,1.932,19.458,6.21
dish_1565724196,45.68,82.0,2.32,5.6,1.92
dish_1565808998,74.919998,228.0,0.4,16.746,3.242
dish_1551564480,102.800003,140.0,6.094,13.247999,1.204
dish_1561148042,370.755463,245.0,19.9778,25.641567,22.726137
dish_1566328831,941.609985,500.0,30.021,85.809998,78.080002
dish_1562873495,140.106995,152.0,5.601,16.172001,7.504
dish_1562614895,51.799999,148.0,0.592,10.36,3.552
dish_1558461692,231.240005,40.0,19.799999,9.08,8.96
dish_1551222311,155.820007,136.0,1.929,32.470001,4.608
dish_1565035715,15.6,39.0,0.039,3.51,0.429
dish_1566590056,815.647644,519.0,34.712166,63.927059,62.926941
dish_1568313487,13.72,49.0,0.196,2.597,1.078
dish_1568143612,200.725418,166.0,7.031407,24.69297,11.097661
dish_1563217736,23.449999,67.0,0.268,4.69,1.608
dish_1566590007,740.762024,457.0,29.233101,57.950996,61.798248
dish_1558723847,554.976013,96.0,47.52,21.792,21.504002
dish_1558635400,25.0,100.0,0.3,5.0,1.8
dish_1566844850,491.235168,345.0,25.456135,30.58173,35.928123
dish_1550706037,549.02002,193.0,39.813,29.040001,24.34
dish_1560367733,661.441162,388.0,26.763107,54.923664,46.178318
dish_1568666032,243.584183,220.0,9.01176,26.886663,14.889456
dish_1565021054,263.749023,144.0,13.847,25.220001,11.447001
dish_1560357267,566.840027,383.0,42.130001,6.128,38.299999
dish_1557937335,47.158001,38.0,0.076,11.172,0.608
dish_1561575327,453.680054,289.0,23.747952,25.363405,32.591888
dish_1551566130,360.958008,206.0,24.142,18.605999,17.746
dish_1564686702,307.944977,130.0,12.545,36.75,11.96
dish_1550710917,16.0,40.0,0.08,3.6,0.8
dish_1563827132,240.020004,302.0,8.043666,32.756668,11.456667
dish_1551374463,13.65,39.0,0.156,2.73,0.936
dish_1567024252,512.015808,454.0,25.921192,49.058388,22.622
dish_1563309353,625.236877,529.0,20.067884,15.838592,92.568954
dish_1561752481,297.979553,169.0,14.982956,15.411839,25.069847
dish_1565725009,50.599998,44.0,4.708,2.772,0.352
dish_1558459994,25.530001,37.0,0.074,6.66,0.259
dish_1551233610,95.150002,156.0,0.923,21.650002,2.673
dish_1564428144,205.212921,171.0,14.074488,16.700045,5.11141
dish_1551567230,244.298019,108.0,20.165001,13.473,8.389999
dish_1561654707,199.800003,135.0,14.85,2.16,13.5
dish_1550876969,108.939995,57.0,8.67,3.971,4.84
dish_1562096512,30.3396,25.0,2.738935,1.373378,0.492013
dish_1564518488,248.09465,117.0,9.544518,22.05954,17.399502
dish_1565118029,595.140015,453.0,12.827999,34.517002,81.492004
dish_1558635618,220.253998,334.0,2.439,49.700001,5.606
dish_1566934430,519.542847,361.0,43.782825,37.582497,49.058041
dish_1551233150,75.900002,55.0,1.155,13.75,2.475
dish_1565117934,352.315979,235.0,5.4,0.0,70.943001
dish_1558114569,26.91,39.0,0.078,7.02,0.273
dish_1559678146,348.57666,284.0,21.192875,13.254406,26.293562
dish_1551377737,96.480003,18.0,6.3,9.539999,1.26
dish_1551323433,33.599998,24.0,0.144,5.76,2.16
dish_1560441487,41.419998,88.0,0.226,10.04,0.654
dish_1560874726,177.492004,145.0,4.96,28.462002,5.566
dish_1563221519,379.96991,206.0,13.543454,32.183365,32.262424
dish_1562605315,217.559998,147.0,16.17,2.352,14.7
dish_1565034635,124.089249,110.0,11.76551,4.257738,2.100204
dish_1561752680,465.324982,175.0,16.449999,58.625,19.6
dish_1550788591,165.189987,272.0,9.641999,26.720001,14.0
dish_1568665012,327.420563,268.0,15.353144,15.197391,32.789753
dish_1551392701,125.589996,111.0,7.965,8.582,7.713
dish_1568143572,187.42543,128.0,6.879407,22.03297,10.185662
dish_1568313676,184.990005,214.0,6.136001,8.9,24.542
dish_1558460061,40.709999,59.0,0.118,10.620001,0.413
dish_1550796731,21.08,62.0,0.124,4.96,0.496
dish_1558468401,75.200005,47.0,7.05,4.23,0.94
dish_1551377473,210.039993,128.0,9.546,8.548,23.465
dish_1566328805,927.809998,488.0,28.737,85.054001,77.984001
dish_1568320427,450.764099,240.0,19.028429,40.598091,27.65624
dish_1563910676,757.957092,501.0,34.776337,22.810631,82.056633
dish_1563550584,75.399994,145.0,0.29,1.015,14.5
